"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"S4",2016,2016,2016,4,1,0,"M",156,"China","CHN",764,"Thailand","THA",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2946,-1,"N/A",0,2946,NA,12132,12132,NA,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",764,"Thailand","THA",764,"Thailand","THA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",17507,-1,"N/A",0,17507,NA,92400,NA,92400,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",776,"Tonga","TON",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",322,-1,"N/A",0,322,NA,1365,NA,1365,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",776,"Tonga","TON",776,"Tonga","TON","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",322,-1,"N/A",0,322,NA,1365,NA,1365,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",784,"United Arab Emirates","ARE",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",269499,-1,"N/A",0,269499,NA,1141270,NA,1141270,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",784,"United Arab Emirates","ARE",784,"United Arab Emirates","ARE","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",269499,-1,"N/A",0,269499,NA,1141270,NA,1141270,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",798,"Tuvalu","TUV",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",3544,-1,"N/A",0,3544,NA,15012,NA,15012,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",798,"Tuvalu","TUV",798,"Tuvalu","TUV","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",3544,-1,"N/A",0,3544,NA,15012,NA,15012,0
"S4",2016,2016,2016,4,0,0,"M",156,"China","CHN",826,"United Kingdom","GBR",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",30037795,-1,"N/A",0,30037795,NA,68318689,68318689,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",826,"United Kingdom","GBR",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",29945400,-1,"N/A",0,29945400,NA,37308744,37308744,NA,0
"S4",2016,2016,2016,4,0,0,"M",156,"China","CHN",826,"United Kingdom","GBR",826,"United Kingdom","GBR","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",30037795,-1,"N/A",0,30037795,NA,68318689,68318689,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",826,"United Kingdom","GBR",826,"United Kingdom","GBR","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",29945400,-1,"N/A",0,29945400,NA,37308744,37308744,NA,0
"S4",2016,2016,2016,4,0,0,"X",156,"China","CHN",834,"United Rep. of Tanzania","TZA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",8319,-1,"N/A",0,8319,NA,19125,NA,19125,0
"S4",2016,2016,2016,4,0,0,"X",156,"China","CHN",834,"United Rep. of Tanzania","TZA",834,"United Rep. of Tanzania","TZA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",8319,-1,"N/A",0,8319,NA,19125,NA,19125,0
"S4",2016,2016,2016,4,0,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",180852405,-1,"N/A",0,180852405,NA,409214863,409214863,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",738900750,-1,"N/A",0,738900750,NA,936811145,936811145,NA,0
"S4",2016,2016,2016,4,1,0,"M",156,"China","CHN",842,"USA","USA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1291,-1,"N/A",0,1291,NA,5318,5318,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",842,"USA","USA",208,"Denmark","DNK","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",55801,-1,"N/A",0,55801,NA,70748,70748,NA,0
"S4",2016,2016,2016,4,0,0,"M",156,"China","CHN",842,"USA","USA",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",33834865,-1,"N/A",0,33834865,NA,78592219,78592219,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",842,"USA","USA",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",490101845,-1,"N/A",0,490101845,NA,621372858,621372858,NA,0
"S4",2016,2016,2016,4,1,0,"M",156,"China","CHN",842,"USA","USA",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1272,-1,"N/A",0,1272,NA,5238,5238,NA,0
"S4",2016,2016,2016,4,0,0,"M",156,"China","CHN",842,"USA","USA",724,"Spain","ESP","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",44691,-1,"N/A",0,44691,NA,91133,91133,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",842,"USA","USA",724,"Spain","ESP","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",27973,-1,"N/A",0,27973,NA,35466,35466,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",842,"USA","USA",826,"United Kingdom","GBR","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",42535,-1,"N/A",0,42535,NA,53929,53929,NA,0
"S4",2016,2016,2016,4,0,0,"M",156,"China","CHN",842,"USA","USA",842,"USA","USA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",146972848,-1,"N/A",0,146972848,NA,330531511,330531511,NA,0
"S4",2016,2016,2016,5,1,0,"M",156,"China","CHN",842,"USA","USA",842,"USA","USA","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",248672593,-1,"N/A",0,248672593,NA,315278144,315278144,NA,0
"S4",2016,2016,2016,4,1,0,"M",156,"China","CHN",842,"USA","USA",842,"USA","USA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",19,-1,"N/A",0,19,NA,80,80,NA,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",882,"Samoa","WSM",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",38286,-1,"N/A",0,38286,NA,162134,NA,162134,0
"S4",2016,2016,2016,4,1,0,"X",156,"China","CHN",882,"Samoa","WSM",882,"Samoa","WSM","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",38286,-1,"N/A",0,38286,NA,162134,NA,162134,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",1216756393,8,"kg",1216756393,1216756393,NA,2220678983,2220678983,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",51288564,8,"kg",51288564,51288564,NA,258573061,NA,258573061,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",1236455664,8,"kg",1236455664,1236455664,NA,2113129638,2113129638,NA,0
"S4",2017,2017,2017,5,1,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",55011,8,"kg",55011,55011,NA,94310,NA,94310,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",307986,8,"kg",307986,307986,NA,5739393,5739393,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",284849,8,"kg",284849,284849,NA,2522756,NA,2522756,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",276711,-1,"N/A",0,276711,NA,3929592,3929592,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",108265362,-1,"N/A",0,108265362,NA,447610979,NA,447610979,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",24,"Angola","AGO","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",41,8,"kg",41,41,NA,316,NA,316,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",36,"Australia","AUS","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",392036,8,"kg",392036,392036,NA,1480512,NA,1480512,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",44,"Bahamas","BHS","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",17729,8,"kg",17729,17729,NA,45962,NA,45962,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",44,"Bahamas","BHS","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",2362,8,"kg",2362,2362,NA,6996,NA,6996,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",44,"Bahamas","BHS","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1189,8,"kg",1189,1189,NA,23541,NA,23541,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",56,"Belgium","BEL","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",6887414,8,"kg",6887414,6887414,NA,13317664,13317664,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",56,"Belgium","BEL","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",21316684,8,"kg",21316684,21316684,NA,25579786,25579786,NA,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",76,"Brazil","BRA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",48716390,8,"kg",48716390,48716390,NA,112502038,112502038,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",76,"Brazil","BRA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",80876,8,"kg",80876,80876,NA,216497,NA,216497,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",90,"Solomon Isds","SLB","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",656266,8,"kg",656266,656266,NA,1810952,NA,1810952,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",96,"Brunei Darussalam","BRN","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",81400,8,"kg",81400,81400,NA,274400,NA,274400,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",96,"Brunei Darussalam","BRN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",84029,8,"kg",84029,84029,NA,327337,NA,327337,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",120,"Cameroon","CMR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1469,8,"kg",1469,1469,NA,2336,NA,2336,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",124,"Canada","CAN","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",166697891,8,"kg",166697891,166697891,NA,273468686,273468686,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",124,"Canada","CAN","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",125605237,8,"kg",125605237,125605237,NA,183728159,183728159,NA,0
"S4",2017,2017,2017,5,1,0,"X",156,"China","CHN",0,"World","W00",124,"Canada","CAN","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",27006,8,"kg",27006,27006,NA,42867,NA,42867,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",124,"Canada","CAN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",18,8,"kg",18,18,NA,42,42,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",124,"Canada","CAN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",88628,8,"kg",88628,88628,NA,295130,NA,295130,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",152,"Chile","CHL","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",40305855,8,"kg",40305855,40305855,NA,63060033,63060033,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",152,"Chile","CHL","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",25266130,8,"kg",25266130,25266130,NA,37486297,37486297,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",152,"Chile","CHL","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1429,8,"kg",1429,1429,NA,4650,NA,4650,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",178,"Congo","COG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",334390,8,"kg",334390,334390,NA,710325,NA,710325,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",180,"Dem. Rep. of the Congo","COD","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",48,8,"kg",48,48,NA,1056,NA,1056,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",180,"Dem. Rep. of the Congo","COD","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2,8,"kg",2,2,NA,9,NA,9,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",191,"Croatia","HRV","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",172847,8,"kg",172847,172847,NA,293584,293584,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",191,"Croatia","HRV","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",297046,8,"kg",297046,297046,NA,384231,384231,NA,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",208,"Denmark","DNK","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",88367942,8,"kg",88367942,88367942,NA,181197891,181197891,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",208,"Denmark","DNK","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",143631553,8,"kg",143631553,143631553,NA,219094082,219094082,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",226,"Equatorial Guinea","GNQ","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",100,8,"kg",100,100,NA,1212,NA,1212,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",231,"Ethiopia","ETH","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",3811,8,"kg",3811,3811,NA,10400,NA,10400,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",246,"Finland","FIN","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",1011167,8,"kg",1011167,1011167,NA,1441869,1441869,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",246,"Finland","FIN","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",1435859,8,"kg",1435859,1435859,NA,1811368,1811368,NA,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",50178927,8,"kg",50178927,50178927,NA,114108691,114108691,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",59731325,8,"kg",59731325,59731325,NA,114012021,114012021,NA,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",3943,8,"kg",3943,3943,NA,70512,70512,NA,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",251,"France","FRA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",14197,8,"kg",14197,14197,NA,160606,160606,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",262,"Djibouti","DJI","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",50,8,"kg",50,50,NA,432,NA,432,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",276,"Germany","DEU","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",211920667,8,"kg",211920667,211920667,NA,393036259,393036259,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",276,"Germany","DEU","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",25200,8,"kg",25200,25200,NA,23940,NA,23940,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",276,"Germany","DEU","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",147880127,8,"kg",147880127,147880127,NA,214427722,214427722,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",296,"Kiribati","KIR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",439309,8,"kg",439309,439309,NA,1357523,NA,1357523,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",37401120,8,"kg",37401120,37401120,NA,72433143,72433143,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",46312508,8,"kg",46312508,46312508,NA,233386496,NA,233386496,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",234557101,8,"kg",234557101,234557101,NA,552609169,552609169,NA,0
"S4",2017,2017,2017,5,1,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",4000,8,"kg",4000,4000,NA,17931,NA,17931,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",466,8,"kg",466,466,NA,21319,21319,NA,0
"S4",2017,2017,2017,4,0,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",243339,8,"kg",243339,243339,NA,2338847,NA,2338847,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",167098,8,"kg",167098,167098,NA,826702,826702,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",344,"China, Hong Kong SAR","HKG","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",41855055,8,"kg",41855055,41855055,NA,214301471,NA,214301471,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",348,"Hungary","HUN","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",9767716,8,"kg",9767716,9767716,NA,20193440,20193440,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",348,"Hungary","HUN","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",2906291,8,"kg",2906291,2906291,NA,4234036,4234036,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",360,"Indonesia","IDN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",864183,8,"kg",864183,864183,NA,2725902,NA,2725902,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",372,"Ireland","IRL","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",35241529,8,"kg",35241529,35241529,NA,66211045,66211045,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",372,"Ireland","IRL","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",22206446,8,"kg",22206446,22206446,NA,31929215,31929215,NA,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",380,"Italy","ITA","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",168692,8,"kg",168692,168692,NA,2677797,2677797,NA,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",380,"Italy","ITA","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",8744,8,"kg",8744,8744,NA,129635,129635,NA,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",384,"Côte d'Ivoire","CIV","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",36010,8,"kg",36010,36010,NA,110325,110325,NA,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",392,"Japan","JPN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2,8,"kg",2,2,NA,54,54,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",392,"Japan","JPN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",35152662,-1,"N/A",0,35152662,NA,135742847,NA,135742847,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",408,"Dem. People's Rep. of Korea","PRK","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",3235,8,"kg",3235,3235,NA,6792,NA,6792,0
"S4",2017,2017,2017,4,0,0,"M",156,"China","CHN",0,"World","W00",410,"Rep. of Korea","KOR","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",30010,8,"kg",30010,30010,NA,33113,33113,NA,0
"S4",2017,2017,2017,5,1,0,"M",156,"China","CHN",0,"World","W00",410,"Rep. of Korea","KOR","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",20000,8,"kg",20000,20000,NA,42627,42627,NA,0
"S4",2017,2017,2017,4,1,0,"M",156,"China","CHN",0,"World","W00",410,"Rep. of Korea","KOR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",126,8,"kg",126,126,NA,918,918,NA,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",410,"Rep. of Korea","KOR","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",20375,8,"kg",20375,20375,NA,89003,NA,89003,0
"S4",2017,2017,2017,4,1,0,"X",156,"China","CHN",0,"World","W00",422,"Lebanon","LBN","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",155181,8,"kg",155181,155181,NA,450910,NA,450910,0
