"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",133566579,-1,"N/A",NA,133566579,NA,283763285,NA,283763285,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",85782367,-1,"N/A",NA,85782367,NA,123431565,123431565,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1253,"Edible offal of swine, fresh/chilled",8,"kg",62596,-1,"N/A",NA,62596,NA,37950,37950,NA,0
"S4",2007,2007,2007,5,1,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",39806,-1,"N/A",NA,39806,NA,33262,NA,33262,6
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",387173257,-1,"N/A",NA,387173257,NA,342096067,342096067,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",782685,-1,"N/A",NA,782685,NA,1826823,NA,1826823,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",560,-1,"N/A",NA,560,NA,6242,6242,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",134723846,-1,"N/A",NA,134723846,NA,360393766,NA,360393766,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",0,"World","W00",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",95465,-1,"N/A",NA,95465,NA,469605,469605,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",4,"Afghanistan","AFG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",17433,-1,"N/A",NA,17433,NA,23513,NA,23513,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",8,"Albania","ALB",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",5158241,-1,"N/A",NA,5158241,NA,7781435,NA,7781435,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",12,"Algeria","DZA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",25500,-1,"N/A",NA,25500,NA,37150,NA,37150,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",201765,-1,"N/A",NA,201765,NA,437610,NA,437610,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",4250,-1,"N/A",NA,4250,NA,16031,NA,16031,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",24,"Angola","AGO",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",152906,-1,"N/A",NA,152906,NA,255586,NA,255586,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",31,"Azerbaijan","AZE",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",75000,-1,"N/A",NA,75000,NA,91500,NA,91500,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",32,"Argentina","ARG",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",27084,-1,"N/A",NA,27084,NA,20600,20600,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",36,"Australia","AUS",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",188985,-1,"N/A",NA,188985,NA,353696,NA,353696,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",40,"Austria","AUT",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",67605,-1,"N/A",NA,67605,NA,52288,52288,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",51,"Armenia","ARM",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",308300,-1,"N/A",NA,308300,NA,577946,NA,577946,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",56,"Belgium","BEL",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",109986,-1,"N/A",NA,109986,NA,70725,70725,NA,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",56,"Belgium","BEL",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",38,-1,"N/A",NA,38,NA,297,297,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",76,"Brazil","BRA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",68403,-1,"N/A",NA,68403,NA,53027,53027,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",76,"Brazil","BRA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",69328,-1,"N/A",NA,69328,NA,144041,NA,144041,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",90,"Solomon Isds","SLB",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",421759,-1,"N/A",NA,421759,NA,804895,NA,804895,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",96,"Brunei Darussalam","BRN",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",161400,-1,"N/A",NA,161400,NA,322536,NA,322536,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",96,"Brunei Darussalam","BRN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",175642,-1,"N/A",NA,175642,NA,319196,NA,319196,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",104,"Myanmar","MMR",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",71000,-1,"N/A",NA,71000,NA,36967,NA,36967,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",104,"Myanmar","MMR",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",2688,-1,"N/A",NA,2688,NA,18734,NA,18734,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",112,"Belarus","BLR",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",24600,-1,"N/A",NA,24600,NA,13817,13817,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",116,"Cambodia","KHM",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",4148,-1,"N/A",NA,4148,NA,8408,NA,8408,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",124,"Canada","CAN",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",21707008,-1,"N/A",NA,21707008,NA,26977134,26977134,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",124,"Canada","CAN",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",31498520,-1,"N/A",NA,31498520,NA,26602135,26602135,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",124,"Canada","CAN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",89694,-1,"N/A",NA,89694,NA,213294,NA,213294,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",144,"Sri Lanka","LKA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",21624,-1,"N/A",NA,21624,NA,39210,NA,39210,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",152,"Chile","CHL",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",120,-1,"N/A",NA,120,NA,488,NA,488,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",152,"Chile","CHL",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",9887,-1,"N/A",NA,9887,NA,15430,NA,15430,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",156,"China","CHN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",8560,-1,"N/A",NA,8560,NA,12100,12100,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",178,"Congo","COG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",36475,-1,"N/A",NA,36475,NA,85437,NA,85437,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",178,"Congo","COG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",720043,-1,"N/A",NA,720043,NA,1056407,NA,1056407,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",192,"Cuba","CUB",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",552763,-1,"N/A",NA,552763,NA,729152,NA,729152,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",204,"Benin","BEN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",17107,-1,"N/A",NA,17107,NA,28800,NA,28800,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",208,"Denmark","DNK",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",9778828,-1,"N/A",NA,9778828,NA,9423297,9423297,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",208,"Denmark","DNK",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",73840548,-1,"N/A",NA,73840548,NA,65687797,65687797,NA,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",208,"Denmark","DNK",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",18576,-1,"N/A",NA,18576,NA,46870,46870,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",226,"Equatorial Guinea","GNQ",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",31658,-1,"N/A",NA,31658,NA,48074,NA,48074,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",246,"Finland","FIN",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",25000,-1,"N/A",NA,25000,NA,27583,27583,NA,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",251,"France","FRA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",15739210,-1,"N/A",NA,15739210,NA,16148648,16148648,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",251,"France","FRA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",191264096,-1,"N/A",NA,191264096,NA,164046284,164046284,NA,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",251,"France","FRA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",17216,-1,"N/A",NA,17216,NA,173149,173149,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",268,"Georgia","GEO",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",78000,-1,"N/A",NA,78000,NA,118950,NA,118950,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",276,"Germany","DEU",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",2125001,-1,"N/A",NA,2125001,NA,1556899,1556899,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",288,"Ghana","GHA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",883,-1,"N/A",NA,883,NA,1282,NA,1282,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",296,"Kiribati","KIR",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",192194,-1,"N/A",NA,192194,NA,394667,NA,394667,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",332,"Haiti","HTI",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",482610,-1,"N/A",NA,482610,NA,751916,NA,751916,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",76425057,-1,"N/A",NA,76425057,NA,172619249,NA,172619249,0
"S4",2007,2007,2007,5,1,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",15800,-1,"N/A",NA,15800,NA,13751,NA,13751,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",131967,-1,"N/A",NA,131967,NA,60888,60888,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",639783,-1,"N/A",NA,639783,NA,1556859,NA,1556859,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",344,"China, Hong Kong SAR","HKG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",30369642,-1,"N/A",NA,30369642,NA,80023455,NA,80023455,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",348,"Hungary","HUN",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",23840,-1,"N/A",NA,23840,NA,26303,26303,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",360,"Indonesia","IDN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1291144,-1,"N/A",NA,1291144,NA,1963789,NA,1963789,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",372,"Ireland","IRL",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",299438,-1,"N/A",NA,299438,NA,217332,217332,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",372,"Ireland","IRL",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",2168711,-1,"N/A",NA,2168711,NA,1959607,1959607,NA,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",380,"Italy","ITA",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",50000,-1,"N/A",NA,50000,NA,50151,50151,NA,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",380,"Italy","ITA",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",282,-1,"N/A",NA,282,NA,4767,4767,NA,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",380,"Italy","ITA",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",85,-1,"N/A",NA,85,NA,1674,1674,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",392,"Japan","JPN",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",100,-1,"N/A",NA,100,NA,374,NA,374,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",392,"Japan","JPN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",74404909,-1,"N/A",NA,74404909,NA,227057771,NA,227057771,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",398,"Kazakhstan","KAZ",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",2282000,-1,"N/A",NA,2282000,NA,3670134,NA,3670134,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",404,"Kenya","KEN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1551,-1,"N/A",NA,1551,NA,3205,NA,3205,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",408,"Dem. People's Rep. of Korea","PRK",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",21135724,-1,"N/A",NA,21135724,NA,39225824,NA,39225824,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",408,"Dem. People's Rep. of Korea","PRK",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",30013,-1,"N/A",NA,30013,NA,61527,NA,61527,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",410,"Rep. of Korea","KOR",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",30353,-1,"N/A",NA,30353,NA,123213,NA,123213,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",410,"Rep. of Korea","KOR",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",402661,-1,"N/A",NA,402661,NA,1394830,NA,1394830,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",410,"Rep. of Korea","KOR",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",381,-1,"N/A",NA,381,NA,2173,2173,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",417,"Kyrgyzstan","KGZ",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",10171730,-1,"N/A",NA,10171730,NA,22382283,NA,22382283,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",422,"Lebanon","LBN",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",68675,-1,"N/A",NA,68675,NA,179474,NA,179474,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",422,"Lebanon","LBN",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",624708,-1,"N/A",NA,624708,NA,1033842,NA,1033842,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",430,"Liberia","LBR",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",132518,-1,"N/A",NA,132518,NA,208920,NA,208920,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",446,"China, Macao SAR","MAC",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",3981467,-1,"N/A",NA,3981467,NA,8790298,NA,8790298,0
"S4",2007,2007,2007,5,1,0,"X",156,"China","CHN",446,"China, Macao SAR","MAC",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",1000,-1,"N/A",NA,1000,NA,681,NA,681,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",446,"China, Macao SAR","MAC",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",37116,-1,"N/A",NA,37116,NA,93012,NA,93012,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",446,"China, Macao SAR","MAC",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",1151567,-1,"N/A",NA,1151567,NA,4425118,NA,4425118,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",458,"Malaysia","MYS",0,"World","W00","C00","All CPCs",0,"All MOTs",161,"Bacon, ham and other salted, dried or smoked meat of swine",8,"kg",63,-1,"N/A",NA,63,NA,253,NA,253,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",458,"Malaysia","MYS",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",7933865,-1,"N/A",NA,7933865,NA,12650734,NA,12650734,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",480,"Mauritius","MUS",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",326326,-1,"N/A",NA,326326,NA,587753,NA,587753,0
"S4",2007,2007,2007,4,0,0,"M",156,"China","CHN",490,"Other Asia, nes","S19",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",169182,-1,"N/A",NA,169182,NA,493562,493562,NA,0
"S4",2007,2007,2007,4,1,0,"M",156,"China","CHN",490,"Other Asia, nes","S19",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",40294,-1,"N/A",NA,40294,NA,170195,170195,NA,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",496,"Mongolia","MNG",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",155000,-1,"N/A",NA,155000,NA,274550,NA,274550,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",498,"Rep. of Moldova","MDA",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",294285,-1,"N/A",NA,294285,NA,559530,NA,559530,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",508,"Mozambique","MOZ",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",50000,-1,"N/A",NA,50000,NA,109750,NA,109750,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",524,"Nepal","NPL",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",21000,-1,"N/A",NA,21000,NA,36825,NA,36825,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",524,"Nepal","NPL",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",14280,-1,"N/A",NA,14280,NA,16819,NA,16819,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",528,"Netherlands","NLD",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",793274,-1,"N/A",NA,793274,NA,545909,545909,NA,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",548,"Vanuatu","VUT",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",97416,-1,"N/A",NA,97416,NA,144337,NA,144337,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",554,"New Zealand","NZL",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",53059,-1,"N/A",NA,53059,NA,108865,NA,108865,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",598,"Papua New Guinea","PNG",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",476662,-1,"N/A",NA,476662,NA,786507,NA,786507,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",604,"Peru","PER",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",6975,-1,"N/A",NA,6975,NA,16376,NA,16376,0
"S4",2007,2007,2007,4,0,0,"X",156,"China","CHN",608,"Philippines","PHL",0,"World","W00","C00","All CPCs",0,"All MOTs",122,"Meat of swine, fresh, chilled or frozen",8,"kg",57990,-1,"N/A",NA,57990,NA,120554,NA,120554,0
"S4",2007,2007,2007,4,1,0,"X",156,"China","CHN",608,"Philippines","PHL",0,"World","W00","C00","All CPCs",0,"All MOTs",175,"Meat & offal (other than liver), of swine, prepared/preserved, n.e.s.",8,"kg",9467267,-1,"N/A",NA,9467267,NA,14820093,NA,14820093,0
"S4",2007,2007,2007,5,1,0,"M",156,"China","CHN",616,"Poland","POL",0,"World","W00","C00","All CPCs",0,"All MOTs",1254,"Edible offal of swine, frozen",8,"kg",267501,-1,"N/A",NA,267501,NA,185259,185259,NA,0
